,Symbol,Name,Sector,Industry,Market
2242,KARO,Karooooo Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2243,KAVL,Kaival Brands Innovations Group Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2244,KBAL,Kimball International Inc. Class B Common Stock,Consumer Discretionary,Industrial Specialties,NASDAQ
2245,KBNT,Kubient Inc. Common Stock,Technology,EDP Services,NASDAQ
2246,KBNTW,Kubient Inc. Warrant,Technology,EDP Services,NASDAQ
2247,KC,Kingsoft Cloud Holdings Limited American Depositary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2248,KDNY,Chinook Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2249,KDP,Keurig Dr Pepper Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution),NASDAQ
2250,KE,Kimball Electronics Inc. Common Stock,Technology,Industrial Machinery/Components,NASDAQ
2251,KELYA,Kelly Services Inc. Class A Common Stock,Consumer Discretionary,Diversified Commercial Services,NASDAQ
2252,KELYB,Kelly Services Inc. Class B Common Stock,Consumer Discretionary,Diversified Commercial Services,NASDAQ
2253,KEQU,Kewaunee Scientific Corporation Common Stock,Industrials,Medical Specialities,NASDAQ
2254,KERN,Akerna Corp. Common Stock,Health Care,Managed Health Care,NASDAQ
2255,KERNW,Akerna Corp Warrant,Health Care,Managed Health Care,NASDAQ
2256,KFFB,Kentucky First Federal Bancorp Common Stock,Finance,Savings Institutions,NASDAQ
2257,KFRC,Kforce Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,NASDAQ
2258,KHC,The Kraft Heinz Company Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
2259,KIDS,OrthoPediatrics Corp. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2260,KINS,Kingstone Companies Inc. Common Stock,Finance,Specialty Insurers,NASDAQ
2261,KINZ,KINS Technology Group Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2262,KIRK,Kirkland's Inc. COMMONSTOCK,Miscellaneous,Diversified Commercial Services,NASDAQ
2263,KITT,Nauticus Robotics Inc. Common stock,Industrials,Metal Fabrications,NASDAQ
2264,KLAC,KLA Corporation Common Stock,Technology,Electronic Components,NASDAQ
2265,KLIC,Kulicke and Soffa Industries Inc. Common Stock,Technology,Semiconductors,NASDAQ
2266,KLTR,Kaltura Inc. Common Stock,Technology,EDP Services,NASDAQ
2267,KLXE,KLX Energy Services Holdings Inc. Common Stock,Energy,Oilfield Services/Equipment,NASDAQ
2268,KMDA,Kamada Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2269,KMPH,KemPharm Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2270,KNDI,Kandi Technologies Group Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
2271,KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2272,KNTE,Kinnate Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2273,KOD,Kodiak Sciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2274,KOPN,Kopin Corporation Common Stock,Technology,Industrial Machinery/Components,NASDAQ
2275,KOSS,Koss Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances,NASDAQ
2276,KPLT,Katapult Holdings Inc. Common Stock,Technology,EDP Services,NASDAQ
2277,KPLTW,Katapult Holdings Inc. Warrant,Technology,EDP Services,NASDAQ
2278,KPRX,Kiora Pharmaceuticals Inc.  Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
2279,KPTI,Karyopharm Therapeutics Inc. Common Stock,Miscellaneous,Diversified Commercial Services,NASDAQ
2280,KRBP,Kiromic BioPharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2281,KRKR,36Kr Holdings Inc. American Depositary Shares,Consumer Discretionary,Business Services,NASDAQ
2282,KRMD,KORU Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2283,KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2284,KRNLU,Kernel Group Holdings Inc. Units,Finance,Blank Checks,NASDAQ
2285,KRNLW,Kernel Group Holdings Inc. Warrants,Finance,Blank Checks,NASDAQ
2286,KRNT,Kornit Digital Ltd. Ordinary Shares,Industrials,Industrial Machinery/Components,NASDAQ
2287,KRNY,Kearny Financial Corp Common Stock,Finance,Savings Institutions,NASDAQ
2288,KRON,Kronos Bio Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2289,KROS,Keros Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2290,KRT,Karat Packaging Inc. Common Stock,Industrials,Office Equipment/Supplies/Services,NASDAQ
2291,KRTX,Karuna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2292,KRUS,Kura Sushi USA Inc. Class A Common Stock,Consumer Discretionary,Restaurants,NASDAQ
2293,KRYS,Krystal Biotech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2294,KSCP,Knightscope Inc. Class A Common Stock,Technology,Security Systems Services,NASDAQ
2295,KSI,Kadem Sustainable Impact Corporation Class A common stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2296,KSICU,Kadem Sustainable Impact Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2297,KSICW,Kadem Sustainable Impact Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2298,KSPN,Kaspien Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
2299,KTCC,Key Tronic Corporation Common Stock,Technology,Computer peripheral equipment,NASDAQ
2300,KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Consumer Discretionary,Ordnance And Accessories,NASDAQ
2301,KTRA,Kintara Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2302,KTTA,Pasithea Therapeutics Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2303,KTTAW,Pasithea Therapeutics Corp. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2304,KURA,Kura Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2305,KVHI,KVH Industries Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
2306,KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2307,KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2310,KXIN,Kaixin Auto Holdings Ordinary Shares,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,NASDAQ
2311,KYCH,Keyarch Acquisition Corporation Ordinary Shares,Finance,Blank Checks,NASDAQ
2312,KYCHU,Keyarch Acquisition Corporation Unit,Finance,Blank Checks,NASDAQ
2313,KYMR,Kymera Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2314,KZIA,Kazia Therapeutics Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2315,KZR,Kezar Life Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2316,LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,NASDAQ
2317,LABP,Landos Biopharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2319,LAMR,Lamar Advertising Company Class A Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
2320,LANC,Lancaster Colony Corporation Common Stock,Consumer Staples,Packaged Foods,NASDAQ
2321,LAND,Gladstone Land Corporation Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
2322,LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
2323,LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
2324,LARK,Landmark Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
2325,LASE,Laser Photonics Corporation Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
2326,LASR,nLIGHT Inc. Common Stock,Technology,Semiconductors,NASDAQ
2327,LATG,LatAmGrowth SPAC Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2328,LATGU,LatAmGrowth SPAC Unit,Finance,Blank Checks,NASDAQ
2329,LATGW,LatAmGrowth SPAC Warrants,Finance,Blank Checks,NASDAQ
2330,LAUR,Laureate Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry,NASDAQ
2331,LAZR,Luminar Technologies Inc.  Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
2332,LAZY,Lazydays Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,NASDAQ
2333,LBAI,Lakeland Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
2334,LBBB,Lakeshore Acquisition II Corp. Ordinary Shares,Finance,Blank Checks,NASDAQ
2335,LBBBW,Lakeshore Acquisition II Corp. Warrants,Finance,Blank Checks,NASDAQ
2336,LBC,Luther Burbank Corporation Common Stock,Finance,Commercial Banks,NASDAQ
2337,LBPH,Longboard Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2338,LBRDA,Liberty Broadband Corporation Class A Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
2339,LBRDK,Liberty Broadband Corporation Class C Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
2340,LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
2341,LBTYA,Liberty Global plc Class A Ordinary Shares,Telecommunications,Cable & Other Pay Television Services,NASDAQ
2342,LBTYK,Liberty Global plc Class C Ordinary Shares,Telecommunications,Cable & Other Pay Television Services,NASDAQ
2343,LCA,Landcadia Holdings IV Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2344,LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2345,LCAAW,L Catterton Asia Acquisition Corp Warrant,Finance,Blank Checks,NASDAQ
2348,LCID,Lucid Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,NASDAQ
2349,LCNB,LCNB Corporation Common Stock,Finance,Major Banks,NASDAQ
2350,LCUT,Lifetime Brands Inc. Common Stock,Consumer Discretionary,Home Furnishings,NASDAQ
2351,LDHA,LDH Growth Corp I Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2352,LDHAW,LDH Growth Corp I Warrant,Finance,Blank Checks,NASDAQ
2353,LE,Lands' End Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,NASDAQ
2354,LECO,Lincoln Electric Holdings Inc. Common Shares,Industrials,Industrial Machinery/Components,NASDAQ
2355,LEDS,SemiLEDS Corporation Common Stock,Technology,Semiconductors,NASDAQ
2356,LEE,Lee Enterprises Incorporated Common Stock,Consumer Discretionary,Newspapers/Magazines,NASDAQ
2357,LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2358,LEGAU,Lead Edge Growth Opportunities Ltd Units,Finance,Blank Checks,NASDAQ
2359,LEGH,Legacy Housing Corporation Common Stock (TX),Consumer Discretionary,Homebuilding,NASDAQ
2360,LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2361,LESL,Leslie's Inc. Common Stock,Miscellaneous,Diversified Commercial Services,NASDAQ
2362,LEXX,Lexaria Bioscience Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2363,LFAC,LF Capital Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2364,LFACW,LF Capital Acquisition Corp. II Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
2365,LFCR,Lifecore Biomedical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2366,LFLY,Leafly Holdings Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores,NASDAQ
2367,LFLYW,Leafly Holdings Inc. Warrant,Consumer Staples,Retail-Drug Stores and Proprietary Stores,NASDAQ
2368,LFMD,LifeMD Inc. Common Stock,Miscellaneous,Diversified Commercial Services,NASDAQ
2369,LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,Miscellaneous,Diversified Commercial Services,NASDAQ
2370,LFST,LifeStance Health Group Inc. Common Stock,Health Care,Hospital/Nursing Management,NASDAQ
2371,LFUS,Littelfuse Inc. Common Stock,Technology,Electronic Components,NASDAQ
2372,LFVN,Lifevantage Corporation Common Stock (Delaware),Consumer Staples,Farming/Seeds/Milling,NASDAQ
2373,LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,Finance,Blank Checks,NASDAQ
2374,LGACU,Lazard Growth Acquisition Corp. I Units,Finance,Blank Checks,NASDAQ
2375,LGHL,Lion Group Holding Ltd. American Depositary Share,Finance,Investment Bankers/Brokers/Service,NASDAQ
2376,LGHLW,Lion Group Holding Ltd. Warrant,Finance,Investment Bankers/Brokers/Service,NASDAQ
2377,LGIH,LGI Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,NASDAQ
2378,LGMK,LogicMark Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,NASDAQ
2379,LGND,Ligand Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2381,LGST,Semper Paratus Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2382,LGSTU,Semper Paratus Acquisition Corporation Unit,Finance,Blank Checks,NASDAQ
2383,LGSTW,Semper Paratus Acquisition Corporation Warrant,Finance,Blank Checks,NASDAQ
2387,LGVN,Longeveron Inc. Class A Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2388,LHCG,LHC Group Common Stock,Health Care,Medical/Nursing Services,NASDAQ
2389,LHDX,Lucira Health Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
2390,LI,Li Auto Inc. American Depositary Shares,Consumer Discretionary,Auto Manufacturing,NASDAQ
2391,LIAN,LianBio American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2392,LIBY,Liberty Resources Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2393,LIBYW,Liberty Resources Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2395,LIDR,AEye Inc. Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
2396,LIDRW,AEye Inc. Warrant,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
2397,LIFE,aTyr Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2398,LIFW,MSP Recovery Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2399,LIFWW,MSP Recovery Inc. Warrant,Technology,Computer Software: Prepackaged Software,NASDAQ
2400,LIFWZ,MSP Recovery Inc. Warrant,Technology,Computer Software: Prepackaged Software,NASDAQ
2401,LILA,Liberty Latin America Ltd. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services,NASDAQ
2402,LILAK,Liberty Latin America Ltd. Class C Common Stock,Telecommunications,Cable & Other Pay Television Services,NASDAQ
2403,LILM,Lilium N.V. Class A Ordinary Shares,Industrials,Aerospace,NASDAQ
2404,LILMW,Lilium N.V. Warrants,Industrials,Aerospace,NASDAQ
2405,LINC,Lincoln Educational Services Corporation Common Stock,Consumer Discretionary,Service to the Health Industry,NASDAQ
2407,LINK,Interlink Electronics Inc. Common Stock,Technology,Industrial Machinery/Components,NASDAQ
2408,LION,Lionheart III Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2409,LIONU,Lionheart III Corp Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2410,LIONW,Lionheart III Corp Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2411,LIPO,Lipella Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2412,LIQT,LiqTech International Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
2413,LITE,Lumentum Holdings Inc. Common Stock,Technology,Computer peripheral equipment,NASDAQ
2415,LITT,Logistics Innovation Technologies Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2416,LITTU,Logistics Innovation Technologies Corp. Units,Industrials,Consumer Electronics/Appliances,NASDAQ
2417,LITTW,Logistics Innovation Technologies Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2418,LIVB,LIV Capital Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2419,LIVE,Live Ventures Incorporated Common Stock,Consumer Discretionary,Home Furnishings,NASDAQ
2420,LIVN,LivaNova PLC Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
2421,LIXT,Lixte Biotechnology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2422,LIXTW,Lixte Biotechnology Holdings Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2423,LIZI,LIZHI INC. American Depositary Shares,Technology,Computer Software: Programming Data Processing,NASDAQ
2424,LKCO,Luokung Technology Corp Ordinary Shares,Consumer Discretionary,Telecommunications Equipment,NASDAQ
2425,LKFN,Lakeland Financial Corporation Common Stock,Finance,Major Banks,NASDAQ
2426,LKQ,LKQ Corporation Common Stock,Consumer Discretionary,Automotive Aftermarket,NASDAQ
2427,LMAT,LeMaitre Vascular Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2428,LMB,Limbach Holdings Inc. Common Stock,Consumer Discretionary,Military/Government/Technical,NASDAQ
2429,LMDX,LumiraDx Limited Common Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
2430,LMDXW,LumiraDx Limited Warrant,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
2431,LMFA,LM Funding America Inc. Common Stock,Finance,Finance: Consumer Services,NASDAQ
2432,LMNL,Liminal BioSciences Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
2433,LMNR,Limoneira Co Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
2434,LMST,Limestone Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
2436,LNSR,LENSAR Inc. Common Stock,Health Care,Medical Electronics,NASDAQ
2437,LNT,Alliant Energy Corporation Common Stock,Utilities,Power Generation,NASDAQ
2438,LNTH,Lantheus Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2439,LNW,Light & Wonder Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
2442,LOAN,Manhattan Bridge Capital Inc,Real Estate,Real Estate Investment Trusts,NASDAQ
2443,LOCO,El Pollo Loco Holdings Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
2444,LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment,NASDAQ
2446,LOPE,Grand Canyon Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry,NASDAQ
2447,LOV,Spark Networks SE American Depositary Shares ,Consumer Discretionary,Other Consumer Services,NASDAQ
2449,LPCN,Lipocine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2450,LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
2451,LPRO,Open Lending Corporation Class A Common Stock,Finance,Finance: Consumer Services,NASDAQ
2452,LPSN,LivePerson Inc. Common Stock,Technology,EDP Services,NASDAQ
2453,LPTH,LightPath Technologies Inc. Class A Common Stock,Technology,Electronic Components,NASDAQ
2454,LPTX,Leap Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2455,LQDA,Liquidia Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2456,LQDT,Liquidity Services Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,NASDAQ
2457,LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components,NASDAQ
2458,LRFC,Logan Ridge Finance Corporation Common Stock,Finance,Trusts Except Educational Religious and Charitable,NASDAQ
2459,LRMR,Larimar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2460,LSAK,Lesaka Technologies Inc. Common Stock,Technology,EDP Services,NASDAQ
2461,LSBK,Lake Shore Bancorp Inc. Common Stock,Finance,Savings Institutions,NASDAQ
2462,LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors,NASDAQ
2463,LSDI,Lucy Scientific Discovery Inc. Common Stock,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
2465,LSTA,Lisata Therapeutics Inc. Common Stock,Health Care,Managed Health Care,NASDAQ
2466,LSTR,Landstar System Inc. Common Stock,Industrials,Trucking Freight/Courier Services,NASDAQ
2467,LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting,NASDAQ
2468,LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting,NASDAQ
2469,LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting,NASDAQ
2470,LTBR,Lightbridge Corporation Common Stock,Consumer Discretionary,Business Services,NASDAQ
2471,LTCH,Latch Inc. Common Stock,Technology,EDP Services,NASDAQ
2472,LTCHW,Latch Inc. Warrant expiring 6/4/2026,Technology,EDP Services,NASDAQ
2473,LTRN,Lantern Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2474,LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,Technology,Interactive Media,NASDAQ
2475,LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,Technology,Interactive Media,NASDAQ
2476,LTRX,Lantronix Inc. Common Stock,Telecommunications,Telecommunications Equipment,NASDAQ
2477,LTRY,Lottery.com Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,NASDAQ
2478,LTRYW,Lottery.com Inc. Warrants,Consumer Discretionary,Services-Misc. Amusement & Recreation,NASDAQ
2479,LUCD,Lucid Diagnostics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
2480,LUCY,Innovative Eyewear Inc. Common Stock,Health Care,Ophthalmic Goods,NASDAQ
2481,LUCYW,Innovative Eyewear Inc. Series A Warrants,Health Care,Ophthalmic Goods,NASDAQ
2482,LULU,lululemon athletica inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,NASDAQ
2483,LUMO,Lumos Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2484,LUNA,Luna Innovations Incorporated Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
2485,LUNG,Pulmonx Corporation Common Stock,Health Care,Industrial Specialties,NASDAQ
2489,LVAC,LAVA Medtech Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2490,LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,Consumer Discretionary,Apparel,NASDAQ
2491,LVO,LiveOne Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
2492,LVOX,LiveVox Holdings Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
2493,LVOXW,LiveVox Holdings Inc. Warrant,Technology,EDP Services,NASDAQ
2494,LVRA,Levere Holdings Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2495,LVRAU,Levere Holdings Corp. Unit,Finance,Blank Checks,NASDAQ
2496,LVRAW,Levere Holdings Corp. Warrant,Finance,Blank Checks,NASDAQ
2497,LVTX,LAVA Therapeutics N.V. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2498,LWAY,Lifeway Foods Inc. Common Stock,Consumer Staples,Specialty Foods,NASDAQ
2499,LWLG,Lightwave Logic Inc. Common Stock,Industrials,Plastic Products,NASDAQ
2500,LX,LexinFintech Holdings Ltd. American Depositary Shares,Finance,Finance: Consumer Services,NASDAQ
2501,LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,Real Estate,Other Consumer Services,NASDAQ
2502,LXRX,Lexicon Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2503,LYEL,Lyell Immunopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2504,LYFT,Lyft Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
2505,LYLT,Loyalty Ventures Inc. Common Stock,Technology,EDP Services,NASDAQ
2506,LYRA,Lyra Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2507,LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares,Technology,EDP Services,NASDAQ
2508,LYTS,LSI Industries Inc. Common Stock,Consumer Discretionary,Building Products,NASDAQ
2509,LZ,LegalZoom.com Inc. Common Stock,Technology,Interactive Media,NASDAQ
2510,MACA,Moringa Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2511,MACAU,Moringa Acquisition Corp Units,Finance,Blank Checks,NASDAQ
2512,MACAW,Moringa Acquisition Corp Warrant,Finance,Blank Checks,NASDAQ
2513,MACK,Merrimack Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2514,MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2515,MAPS,WM Technology Inc. Class A Common Stock ,Technology,Computer Software: Prepackaged Software,NASDAQ
2516,MAPSW,WM Technology Inc. Warrants ,Technology,Computer Software: Prepackaged Software,NASDAQ
2517,MAQCU,Maquia Capital Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2518,MAQCW,Maquia Capital Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2519,MAR,Marriott International Class A Common Stock,Consumer Discretionary,Hotels/Resorts,NASDAQ
2520,MARA,Marathon Digital Holdings Inc. Common Stock,Finance,Investment Managers,NASDAQ
2521,MARK,Remark Holdings Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
2522,MARPS,Marine Petroleum Trust Units of Beneficial Interest,Energy,Oil & Gas Production,NASDAQ
2523,MARXU,Mars Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
2524,MASI,Masimo Corporation Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2525,MASS,908 Devices Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2526,MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,NASDAQ
2527,MATH,Metalpha Technology Holding Limited Ordinary Shares,Finance,Finance/Investors Services,NASDAQ
